input_img,output,flag,username,timestamp
/home/peshal/projects/cv_data_extract/flagged/input_img/tmpv1068xrv.jpg,/home/peshal/projects/cv_data_extract/flagged/output/tmpkk_kja9s.json,,,2023-06-08 12:50:26.336313
